date,path,cluster,tsne_x,tsne_y
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0000.jpg,1,32.008404,-11.705471
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0001.jpg,1,32.154373,-11.73251
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0002.jpg,1,32.278526,-11.817581
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0003.jpg,1,33.669643,-12.151465
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0004.jpg,1,33.62984,-11.925848
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0005.jpg,1,35.0022,-11.766157
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0006.jpg,1,35.165264,-12.102777
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0007.jpg,1,33.851337,-12.340529
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0008.jpg,1,33.604385,-11.279285
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0009.jpg,1,33.7474,-11.00636
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0010.jpg,1,33.87859,-10.6348715
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0011.jpg,1,36.529785,-5.087685
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0012.jpg,1,40.312553,-6.2950907
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0013.jpg,1,35.12227,-11.156678
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0014.jpg,1,34.813175,-11.255465
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0015.jpg,1,34.84281,-11.347486
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0016.jpg,1,34.07243,-12.308525
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0017.jpg,1,35.997425,-8.667208
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0018.jpg,1,36.164043,-8.466928
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0019.jpg,1,34.44613,-12.288839
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0020.jpg,1,33.803226,-12.445018
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0021.jpg,1,35.613346,-13.109462
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0022.jpg,1,36.0235,-13.295778
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0023.jpg,1,34.861504,-12.666879
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0024.jpg,1,34.975395,-12.686179
20210113,C:\junha\Datasets\LTDv2\frames\frames\20210113\clip_0_0000\image_0025.jpg,1,34.31216,-12.972048
