date,path,cluster,tsne_x,tsne_y
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0000.jpg,1,74.72173,-21.853588
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0001.jpg,1,74.71567,-23.19921
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0002.jpg,1,74.47338,-22.885303
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0003.jpg,1,75.46726,-23.996597
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0004.jpg,1,75.44241,-24.004137
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0005.jpg,3,75.44352,-24.238615
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0006.jpg,1,75.411835,-24.176922
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0007.jpg,1,73.84325,-23.546267
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0008.jpg,1,73.89021,-23.466557
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0009.jpg,1,75.54426,-23.140562
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0010.jpg,1,75.61395,-23.151554
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0011.jpg,1,75.20628,-23.6358
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0012.jpg,1,75.575,-23.279442
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0013.jpg,1,74.80998,-23.024006
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0014.jpg,1,74.794395,-22.992687
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0015.jpg,1,73.17458,-20.782455
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0016.jpg,1,73.10067,-20.87396
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0017.jpg,1,73.79336,-21.975702
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0018.jpg,1,73.86745,-21.987753
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0019.jpg,1,72.2339,-22.15302
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0020.jpg,1,72.14706,-22.134623
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0021.jpg,1,69.786385,-18.76662
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0022.jpg,1,71.95795,-20.507103
20200608,C:\junha\Datasets\LTDv2\frames\frames\20200608\clip_0_0000\image_0023.jpg,1,72.461815,-19.636824
