date,path,cluster,tsne_x,tsne_y
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0000.jpg,1,35.141953,43.261
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0001.jpg,1,35.109734,43.303978
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0002.jpg,1,36.53923,42.381138
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0003.jpg,1,36.405155,42.509754
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0004.jpg,1,41.6577,36.468136
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0005.jpg,1,37.02302,42.203564
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0006.jpg,1,37.52044,42.86823
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0007.jpg,1,42.697773,34.47895
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0008.jpg,1,41.21841,36.20332
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0009.jpg,1,41.370857,35.73797
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0010.jpg,1,41.334335,35.195427
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0011.jpg,1,48.978218,30.654072
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0012.jpg,1,37.442123,39.28437
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0013.jpg,1,41.903214,30.099236
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0014.jpg,1,41.333694,35.381493
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0015.jpg,1,41.13126,35.352203
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0016.jpg,1,36.714375,38.969784
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0017.jpg,1,36.327732,39.180473
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0018.jpg,1,37.082367,39.978703
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0019.jpg,1,37.49668,44.354248
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0020.jpg,1,33.406322,38.624107
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0021.jpg,1,33.603092,40.822495
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0022.jpg,1,34.288876,42.34224
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0023.jpg,1,34.407894,42.497704
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0024.jpg,1,34.242855,41.392498
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0025.jpg,1,34.43787,40.66061
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0026.jpg,1,33.077747,40.55465
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0027.jpg,1,34.510517,35.315403
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0028.jpg,1,34.95541,42.046417
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0029.jpg,1,34.079327,39.87959
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0030.jpg,1,38.52746,36.287186
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0031.jpg,1,38.750484,36.145542
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0032.jpg,1,36.584606,40.28388
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0033.jpg,1,36.31797,36.658566
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0034.jpg,1,34.151566,38.53789
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0035.jpg,1,52.9819,34.74071
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0036.jpg,1,37.365135,37.47422
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0037.jpg,1,37.435875,37.51229
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0038.jpg,1,37.84745,37.067444
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0039.jpg,1,33.97776,36.12204
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0040.jpg,1,35.150257,39.548985
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0041.jpg,1,35.2853,39.63638
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0042.jpg,1,35.12389,39.573505
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0043.jpg,1,35.08889,39.495342
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0044.jpg,1,33.57668,36.40704
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0045.jpg,1,33.0654,36.489555
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0046.jpg,1,33.968925,36.57087
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0047.jpg,1,34.41805,35.723114
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0048.jpg,1,35.013657,36.719814
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0049.jpg,1,35.08967,36.409348
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0050.jpg,1,34.32544,38.06767
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0051.jpg,1,34.360905,37.928284
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0052.jpg,1,35.67432,41.25626
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0053.jpg,1,35.64816,41.458317
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0054.jpg,1,33.135365,38.96133
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0055.jpg,1,33.39285,39.074585
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0056.jpg,1,34.059155,39.287872
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0057.jpg,1,34.20667,38.249973
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0058.jpg,1,34.911263,39.890694
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0059.jpg,1,35.69097,37.81575
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0060.jpg,1,34.227516,41.20783
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0061.jpg,1,34.25253,40.940556
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0062.jpg,1,37.793022,41.9674
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0063.jpg,1,38.88892,36.29014
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0064.jpg,1,33.064743,40.954044
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0065.jpg,1,33.292126,41.27679
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0066.jpg,1,32.793278,40.72628
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0067.jpg,1,36.87035,43.517277
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0068.jpg,1,49.502098,44.094402
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0069.jpg,1,49.85195,43.907467
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0070.jpg,1,50.689396,41.03689
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0071.jpg,1,37.84579,44.406406
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0072.jpg,1,38.551605,43.22198
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0073.jpg,1,42.789814,36.955864
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0074.jpg,1,46.500385,33.606514
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0075.jpg,1,48.4294,39.1265
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0076.jpg,1,42.564213,36.96499
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0077.jpg,1,48.098835,39.32814
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0078.jpg,1,43.131226,37.53065
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0079.jpg,1,41.923824,35.617718
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0080.jpg,1,41.428738,38.003906
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0081.jpg,1,44.305195,33.758003
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0082.jpg,1,43.760376,33.879505
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0083.jpg,1,43.618362,33.614647
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0084.jpg,1,50.19241,41.13346
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0085.jpg,1,52.818645,42.10057
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0086.jpg,1,43.584015,33.778416
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0087.jpg,1,46.345448,25.886576
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0088.jpg,1,43.214653,33.94302
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0089.jpg,1,43.369183,33.425716
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0090.jpg,1,41.028522,38.01515
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0091.jpg,1,36.692207,37.478848
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0092.jpg,1,40.097652,38.011837
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0093.jpg,1,40.51835,38.07673
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0094.jpg,1,36.685677,37.305202
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0095.jpg,1,41.007355,34.744434
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0096.jpg,1,38.33544,32.10588
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0097.jpg,1,41.989544,30.301218
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0098.jpg,1,37.84833,36.368523
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0099.jpg,1,37.498436,38.522102
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0100.jpg,1,38.59661,42.72532
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0101.jpg,1,38.411655,42.236397
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0102.jpg,1,38.886227,38.65418
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0103.jpg,1,46.246548,44.682903
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0104.jpg,1,38.587597,41.049255
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0105.jpg,1,41.305523,38.49523
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0106.jpg,1,49.100918,28.47895
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0107.jpg,1,48.75969,28.20693
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0108.jpg,1,48.25422,28.840128
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0109.jpg,1,38.04389,37.65824
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0110.jpg,1,46.295715,26.057474
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0111.jpg,1,46.50907,25.934702
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0112.jpg,1,43.430252,32.52632
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0113.jpg,1,43.357998,30.070597
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0114.jpg,1,43.713223,30.00448
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0115.jpg,1,43.734276,30.558626
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0116.jpg,1,39.192345,39.004864
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0117.jpg,1,39.008064,38.917595
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0118.jpg,1,41.67351,37.423958
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_0_0000\image_0119.jpg,1,45.118458,34.798172
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0000.jpg,1,39.064976,-0.3451118
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0001.jpg,1,39.16967,-0.45023608
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0002.jpg,1,38.790123,-0.24534756
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0003.jpg,1,39.026363,-0.08654356
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0004.jpg,1,38.651512,-0.69112575
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0005.jpg,1,38.739727,-0.6187203
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0006.jpg,1,38.618393,-1.0018163
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0007.jpg,1,38.09362,-0.61511767
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0008.jpg,1,38.257458,-0.7300919
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0009.jpg,1,26.885128,8.846541
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0010.jpg,1,28.428764,9.071438
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0011.jpg,1,28.355225,9.219307
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0012.jpg,1,32.789394,5.366935
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0013.jpg,1,32.71972,5.2209024
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0014.jpg,1,30.666689,4.6480913
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0015.jpg,1,30.804237,4.7257257
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0016.jpg,1,31.074389,3.155798
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0017.jpg,1,29.757341,3.3271456
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0018.jpg,1,29.366545,3.45957
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0019.jpg,1,31.230074,11.187717
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0020.jpg,1,27.839302,11.171548
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0021.jpg,1,27.712902,11.012353
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0022.jpg,1,27.575897,10.836886
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0023.jpg,1,27.29607,10.565516
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0024.jpg,1,27.86258,9.930043
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0025.jpg,1,27.796309,10.093976
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0026.jpg,1,30.386913,9.218148
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0027.jpg,1,30.391253,9.275303
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0028.jpg,1,31.096506,8.836065
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0029.jpg,1,29.943193,8.098177
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0030.jpg,1,32.511456,10.13831
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0031.jpg,1,32.499928,10.04476
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0032.jpg,1,39.096573,4.5364585
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0033.jpg,1,38.957607,4.6437907
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0034.jpg,1,38.499237,3.62761
20210207,C:\junha\Datasets\LTDv2\frames\frames\20210207\clip_10_0433\image_0035.jpg,1,38.46986,2.7526479
